Female	Male	Female&&Male	Experimental_Series_II	Experimental_Series_III	Experimental_Series_IV	Experimental_Series_V	Grain_Yield[Mg/ha]	Type
zf338	zm326	zf338&&zm326	0	1	0	0	9.876053936	Hybrid
zf338	zm329	zf338&&zm329	0	1	0	0	9.825070088	Hybrid
zf338	zm331	zf338&&zm331	0	1	0	0	10.22174637	Hybrid
zf338	zm332	zf338&&zm332	0	1	0	0	10.20790283	Hybrid
zf338	zm334	zf338&&zm334	0	1	0	0	9.755952259	Hybrid
zf338	zm336	zf338&&zm336	0	1	0	0	10.23350902	Hybrid
zf338	zm337	zf338&&zm337	0	1	0	0	9.888676833	Hybrid
zf338	zm339	zf338&&zm339	0	1	0	0	9.76318796	Hybrid
zf338	zm340	zf338&&zm340	0	1	0	0	10.16879452	Hybrid
zf339	zf339	zf339	0	1	0	0	9.713665011	Line
zf339	zm304	zf339&&zm304	0	1	0	0	10.54222032	Hybrid
zf341	zf040	zf341&&zf040	0	1	0	0	9.583634315	Hybrid
zf341	zf341	zf341	0	1	0	0	9.440110941	Line
zf342	zf342	zf342	0	1	0	0	10.00981598	Line
zf342	zm304	zf342&&zm304	0	1	0	0	10.63965309	Hybrid
zf343	zf040	zf343&&zf040	0	1	0	0	9.861533598	Hybrid
zf343	zf343	zf343	0	1	0	0	10.21697233	Line
zf343	zf411	zf343&&zf411	0	1	0	0	10.53644451	Hybrid
zf343	zm001	zf343&&zm001	0	1	0	0	10.27747601	Hybrid
zf344	zf344	zf344	0	1	0	0	10.07723729	Line
zf344	zm005	zf344&&zm005	0	1	0	0	10.36748665	Hybrid
zf344	zm034	zf344&&zm034	0	1	0	0	10.29342645	Hybrid
zf344	zm304	zf344&&zm304	0	1	0	0	10.69376728	Hybrid
zf344	zm310	zf344&&zm310	0	1	0	0	10.64764645	Hybrid
zf344	zm313	zf344&&zm313	0	1	0	0	10.30532459	Hybrid
zf344	zm315	zf344&&zm315	0	1	0	0	10.51987319	Hybrid
zf344	zm316	zf344&&zm316	0	1	0	0	10.50331715	Hybrid
zf344	zm318	zf344&&zm318	0	1	0	0	10.53704478	Hybrid
zf344	zm320	zf344&&zm320	0	1	0	0	10.49790411	Hybrid
zf344	zm321	zf344&&zm321	0	1	0	0	10.36069761	Hybrid
zf344	zm323	zf344&&zm323	0	1	0	0	10.10665106	Hybrid
zf344	zm325	zf344&&zm325	0	1	0	0	11.04571737	Hybrid
zf344	zm327	zf344&&zm327	0	1	0	0	10.87882882	Hybrid
zf344	zm328	zf344&&zm328	0	1	0	0	10.25179999	Hybrid
zf344	zm330	zf344&&zm330	0	1	0	0	10.56397833	Hybrid
zf344	zm333	zf344&&zm333	0	1	0	0	10.63571021	Hybrid
zf344	zm335	zf344&&zm335	0	1	0	0	10.85425146	Hybrid
zf344	zm339	zf344&&zm339	0	1	0	0	10.80789238	Hybrid
zf345	zf040	zf345&&zf040	0	1	0	0	10.13929435	Hybrid
zf345	zf345	zf345	0	1	0	0	10.00530475	Line
zf346	zf346	zf346	0	1	0	0	9.601283946	Line
zf347	zf347	zf347	0	1	0	0	9.351134681	Line
zf347	zf411	zf347&&zf411	0	1	0	0	10.55780183	Hybrid
zf347	zm001	zf347&&zm001	0	1	0	0	9.843295571	Hybrid
zf347	zm010	zf347&&zm010	0	1	0	0	9.977925332	Hybrid
zf347	zm312	zf347&&zm312	0	1	0	0	10.23944864	Hybrid
zf347	zm314	zf347&&zm314	0	1	0	0	10.08289435	Hybrid
zf347	zm317	zf347&&zm317	0	1	0	0	10.13782831	Hybrid
zf347	zm319	zf347&&zm319	0	1	0	0	10.13072776	Hybrid
zf347	zm322	zf347&&zm322	0	1	0	0	10.12648655	Hybrid
zf347	zm324	zf347&&zm324	0	1	0	0	10.17417791	Hybrid
zf347	zm326	zf347&&zm326	0	1	0	0	9.8948164	Hybrid
zf347	zm329	zf347&&zm329	0	1	0	0	10.16150976	Hybrid
zf347	zm331	zf347&&zm331	0	1	0	0	10.37384974	Hybrid
zf347	zm332	zf347&&zm332	0	1	0	0	10.27167414	Hybrid
zf347	zm334	zf347&&zm334	0	1	0	0	9.92772172	Hybrid
zf347	zm336	zf347&&zm336	0	1	0	0	10.20187093	Hybrid
zf347	zm337	zf347&&zm337	0	1	0	0	9.888747934	Hybrid
zf347	zm339	zf347&&zm339	0	1	0	0	9.91207322	Hybrid
zf347	zm340	zf347&&zm340	0	1	0	0	9.98841989	Hybrid
zf348	zf348	zf348	0	1	0	0	10.04388363	Line
zf348	zm001	zf348&&zm001	0	1	0	0	9.478417384	Hybrid
zf348	zm034	zf348&&zm034	0	1	0	0	10.08764352	Hybrid
zf348	zm310	zf348&&zm310	0	1	0	0	10.43237712	Hybrid
zf348	zm313	zf348&&zm313	0	1	0	0	10.40073185	Hybrid
zf348	zm315	zf348&&zm315	0	1	0	0	10.05788551	Hybrid
zf348	zm316	zf348&&zm316	0	1	0	0	10.49393693	Hybrid
zf348	zm318	zf348&&zm318	0	1	0	0	10.30834953	Hybrid
zf348	zm320	zf348&&zm320	0	1	0	0	10.41805836	Hybrid
zf348	zm321	zf348&&zm321	0	1	0	0	10.38164818	Hybrid
zf348	zm323	zf348&&zm323	0	1	0	0	10.19767198	Hybrid
zf348	zm325	zf348&&zm325	0	1	0	0	10.76285584	Hybrid
zf348	zm327	zf348&&zm327	0	1	0	0	10.34010659	Hybrid
zf348	zm328	zf348&&zm328	0	1	0	0	10.22583438	Hybrid
zf348	zm330	zf348&&zm330	0	1	0	0	10.52865287	Hybrid
zf348	zm333	zf348&&zm333	0	1	0	0	10.50378874	Hybrid
zf348	zm335	zf348&&zm335	0	1	0	0	10.39297364	Hybrid
zf348	zm339	zf348&&zm339	0	1	0	0	10.43055837	Hybrid
zf349	zf040	zf349&&zf040	0	1	0	0	9.748611866	Hybrid
zf349	zf349	zf349	0	1	0	0	9.999769967	Line
zf349	zm010	zf349&&zm010	0	1	0	0	10.36299585	Hybrid
zf349	zm317	zf349&&zm317	0	1	0	0	10.21677699	Hybrid
zf349	zm319	zf349&&zm319	0	1	0	0	10.50346381	Hybrid
zf349	zm322	zf349&&zm322	0	1	0	0	10.29170008	Hybrid
zf349	zm324	zf349&&zm324	0	1	0	0	10.44219543	Hybrid
zf349	zm329	zf349&&zm329	0	1	0	0	10.83181557	Hybrid
zf349	zm332	zf349&&zm332	0	1	0	0	10.44195248	Hybrid
zf349	zm334	zf349&&zm334	0	1	0	0	10.45418627	Hybrid
zf349	zm336	zf349&&zm336	0	1	0	0	10.39720631	Hybrid
zf349	zm340	zf349&&zm340	0	1	0	0	10.44509736	Hybrid
zf350	zf350	zf350	0	1	0	0	9.288625487	Line
zf350	zm034	zf350&&zm034	0	1	0	0	10.50029063	Hybrid
zf350	zm303	zf350&&zm303	0	1	0	0	10.29561462	Hybrid
zf350	zm310	zf350&&zm310	0	1	0	0	10.2749073	Hybrid
zf350	zm321	zf350&&zm321	0	1	0	0	10.25257356	Hybrid
zf350	zm335	zf350&&zm335	0	1	0	0	10.36168455	Hybrid
zf352	zf352	zf352	0	1	0	0	9.180452386	Line
zf352	zm005	zf352&&zm005	0	1	0	0	9.370433571	Hybrid
zf352	zm304	zf352&&zm304	0	1	0	0	9.500087834	Hybrid
zf353	zf353	zf353	0	1	0	0	9.798197455	Line
zf353	zm005	zf353&&zm005	0	1	0	0	9.459521827	Hybrid
zf353	zm304	zf353&&zm304	0	1	0	0	9.866385569	Hybrid
zf353	zm310	zf353&&zm310	0	1	0	0	9.522144642	Hybrid
zf353	zm320	zf353&&zm320	0	1	0	0	9.787065973	Hybrid
zf353	zm321	zf353&&zm321	0	1	0	0	9.494670641	Hybrid
zf353	zm330	zf353&&zm330	0	1	0	0	9.733675581	Hybrid
zf353	zm335	zf353&&zm335	0	1	0	0	9.971472104	Hybrid
zf356	zf356	zf356	0	1	0	0	9.296408422	Line
zf357	zf357	zf357	0	1	0	0	9.360161572	Line
zf357	zm010	zf357&&zm010	0	1	0	0	9.790698037	Hybrid
zf357	zm312	zf357&&zm312	0	1	0	0	9.799669898	Hybrid
zf357	zm314	zf357&&zm314	0	1	0	0	9.878445755	Hybrid
zf357	zm317	zf357&&zm317	0	1	0	0	9.596368286	Hybrid
zf357	zm319	zf357&&zm319	0	1	0	0	9.814422191	Hybrid
zf357	zm322	zf357&&zm322	0	1	0	0	9.835434043	Hybrid
zf357	zm324	zf357&&zm324	0	1	0	0	9.729154618	Hybrid
zf357	zm326	zf357&&zm326	0	1	0	0	9.654316847	Hybrid
zf357	zm329	zf357&&zm329	0	1	0	0	9.733174943	Hybrid
zf357	zm331	zf357&&zm331	0	1	0	0	9.793756877	Hybrid
zf357	zm332	zf357&&zm332	0	1	0	0	9.865020042	Hybrid
zf357	zm334	zf357&&zm334	0	1	0	0	9.713757626	Hybrid
zf357	zm336	zf357&&zm336	0	1	0	0	9.950067568	Hybrid
zf357	zm337	zf357&&zm337	0	1	0	0	9.767924634	Hybrid
zf357	zm339	zf357&&zm339	0	1	0	0	9.641067749	Hybrid
zf357	zm340	zf357&&zm340	0	1	0	0	9.760019244	Hybrid
zf358	zf358	zf358	0	1	0	0	9.362130795	Line
zf358	zm005	zf358&&zm005	0	1	0	0	9.985486535	Hybrid
zf358	zm010	zf358&&zm010	0	1	0	0	10.04996522	Hybrid
zf358	zm304	zf358&&zm304	0	1	0	0	10.34523179	Hybrid
zf358	zm312	zf358&&zm312	0	1	0	0	9.968073441	Hybrid
zf358	zm314	zf358&&zm314	0	1	0	0	10.15551976	Hybrid
zf358	zm317	zf358&&zm317	0	1	0	0	10.05222118	Hybrid
zf358	zm319	zf358&&zm319	0	1	0	0	10.1261602	Hybrid
zf358	zm322	zf358&&zm322	0	1	0	0	10.24865497	Hybrid
zf358	zm324	zf358&&zm324	0	1	0	0	9.954063034	Hybrid
zf358	zm326	zf358&&zm326	0	1	0	0	10.03293143	Hybrid
zf358	zm329	zf358&&zm329	0	1	0	0	9.8336842	Hybrid
zf358	zm331	zf358&&zm331	0	1	0	0	9.832249975	Hybrid
zf358	zm332	zf358&&zm332	0	1	0	0	10.05267141	Hybrid
zf358	zm334	zf358&&zm334	0	1	0	0	9.980315836	Hybrid
zf358	zm336	zf358&&zm336	0	1	0	0	9.723989753	Hybrid
zf358	zm337	zf358&&zm337	0	1	0	0	10.02354521	Hybrid
zf358	zm339	zf358&&zm339	0	1	0	0	9.856855835	Hybrid
zf358	zm340	zf358&&zm340	0	1	0	0	9.907123851	Hybrid
zf359	zf359	zf359	0	1	0	0	8.905062558	Line
zf359	zm001	zf359&&zm001	0	1	0	0	9.832213128	Hybrid
zf359	zm005	zf359&&zm005	0	1	0	0	9.181433162	Hybrid
zf359	zm304	zf359&&zm304	0	1	0	0	9.303454234	Hybrid
zf362	zf362	zf362	0	1	0	0	9.567971238	Line
zf362	zm009	zf362&&zm009	0	1	0	0	9.977756036	Hybrid
zf362	zm303	zf362&&zm303	0	1	0	0	10.47908836	Hybrid
zf363	zf040	zf363&&zf040	0	1	0	0	10.13616479	Hybrid
zf363	zf363	zf363	0	1	0	0	9.8291367	Line
zf363	zf406	zf363&&zf406	0	1	0	0	10.28090651	Hybrid
zf363	zm034	zf363&&zm034	0	1	0	0	10.57407469	Hybrid
zf363	zm310	zf363&&zm310	0	1	0	0	10.29686584	Hybrid
zf363	zm313	zf363&&zm313	0	1	0	0	10.53082311	Hybrid
zf363	zm315	zf363&&zm315	0	1	0	0	10.23838159	Hybrid
zf363	zm316	zf363&&zm316	0	1	0	0	10.31696068	Hybrid
zf363	zm318	zf363&&zm318	0	1	0	0	10.43539668	Hybrid
zf363	zm320	zf363&&zm320	0	1	0	0	10.63269703	Hybrid
zf363	zm321	zf363&&zm321	0	1	0	0	10.07065157	Hybrid
zf363	zm323	zf363&&zm323	0	1	0	0	9.98111986	Hybrid
zf363	zm325	zf363&&zm325	0	1	0	0	10.5058772	Hybrid
zf363	zm327	zf363&&zm327	0	1	0	0	10.50408345	Hybrid
zf363	zm328	zf363&&zm328	0	1	0	0	10.32528878	Hybrid
zf363	zm330	zf363&&zm330	0	1	0	0	10.20499877	Hybrid
zf363	zm333	zf363&&zm333	0	1	0	0	10.53471094	Hybrid
zf363	zm335	zf363&&zm335	0	1	0	0	10.24779511	Hybrid
zf363	zm339	zf363&&zm339	0	1	0	0	10.41093432	Hybrid
zf364	zf040	zf364&&zf040	0	1	0	0	9.634885293	Hybrid
zf364	zf364	zf364	0	1	0	0	9.091064772	Line
zf364	zf406	zf364&&zf406	0	1	0	0	9.555147838	Hybrid
zf365	zf365	zf365	0	1	0	0	8.58994874	Line
zf365	zm009	zf365&&zm009	0	1	0	0	8.810809519	Hybrid
zf366	zf040	zf366&&zf040	0	1	0	0	9.402856914	Hybrid
zf366	zf366	zf366	0	1	0	0	8.831298398	Line
zf367	zf367	zf367	0	1	0	0	9.566848104	Line
zf367	zm001	zf367&&zm001	0	1	0	0	10.73573872	Hybrid
zf367	zm005	zf367&&zm005	0	1	0	0	10.01388805	Hybrid
zf367	zm010	zf367&&zm010	0	1	0	0	10.23460368	Hybrid
zf367	zm304	zf367&&zm304	0	1	0	0	10.74520796	Hybrid
zf367	zm312	zf367&&zm312	0	1	0	0	10.45861612	Hybrid
zf367	zm314	zf367&&zm314	0	1	0	0	10.41708521	Hybrid
zf367	zm317	zf367&&zm317	0	1	0	0	10.23151459	Hybrid
zf367	zm319	zf367&&zm319	0	1	0	0	10.31758743	Hybrid
zf367	zm322	zf367&&zm322	0	1	0	0	10.26548163	Hybrid
zf367	zm324	zf367&&zm324	0	1	0	0	10.50623504	Hybrid
zf367	zm326	zf367&&zm326	0	1	0	0	10.18522661	Hybrid
zf367	zm329	zf367&&zm329	0	1	0	0	10.49195301	Hybrid
zf367	zm331	zf367&&zm331	0	1	0	0	10.37355904	Hybrid
zf367	zm332	zf367&&zm332	0	1	0	0	10.08672554	Hybrid
zf367	zm334	zf367&&zm334	0	1	0	0	10.11105802	Hybrid
zf367	zm336	zf367&&zm336	0	1	0	0	10.60131187	Hybrid
zf367	zm337	zf367&&zm337	0	1	0	0	10.37798952	Hybrid
zf367	zm339	zf367&&zm339	0	1	0	0	9.795074823	Hybrid
zf367	zm340	zf367&&zm340	0	1	0	0	10.19760263	Hybrid
zf368	zf368	zf368	0	1	0	0	9.348404089	Line
zf368	zf406	zf368&&zf406	0	1	0	0	9.767398193	Hybrid
zf369	zf369	zf369	0	1	0	0	9.570711073	Line
zf369	zm009	zf369&&zm009	0	1	0	0	9.691157651	Hybrid
zf370	zf370	zf370	0	1	0	0	9.168515559	Line
zf370	zm034	zf370&&zm034	0	1	0	0	9.81212089	Hybrid
zf370	zm304	zf370&&zm304	0	1	0	0	10.31717158	Hybrid
zf370	zm310	zf370&&zm310	0	1	0	0	9.798858156	Hybrid
zf370	zm313	zf370&&zm313	0	1	0	0	9.850601856	Hybrid
zf370	zm315	zf370&&zm315	0	1	0	0	9.885040822	Hybrid
zf370	zm316	zf370&&zm316	0	1	0	0	9.501491204	Hybrid
zf370	zm318	zf370&&zm318	0	1	0	0	9.852755034	Hybrid
zf370	zm320	zf370&&zm320	0	1	0	0	9.994611598	Hybrid
zf370	zm321	zf370&&zm321	0	1	0	0	9.620983475	Hybrid
zf370	zm323	zf370&&zm323	0	1	0	0	9.49946824	Hybrid
zf370	zm325	zf370&&zm325	0	1	0	0	9.894987091	Hybrid
zf370	zm327	zf370&&zm327	0	1	0	0	9.818192949	Hybrid
zf370	zm328	zf370&&zm328	0	1	0	0	9.729276436	Hybrid
zf370	zm330	zf370&&zm330	0	1	0	0	9.647549761	Hybrid
zf370	zm333	zf370&&zm333	0	1	0	0	9.940948572	Hybrid
zf370	zm335	zf370&&zm335	0	1	0	0	10.04556436	Hybrid
zf370	zm339	zf370&&zm339	0	1	0	0	10.23032086	Hybrid
zf371	zf371	zf371	0	1	0	0	8.93268432	Line
zf371	zm009	zf371&&zm009	0	1	0	0	9.296892432	Hybrid
zf371	zm303	zf371&&zm303	0	1	0	0	9.569149285	Hybrid
zf372	zf372	zf372	0	1	0	0	8.667228724	Line
zf372	zf406	zf372&&zf406	0	1	0	0	9.257096857	Hybrid
zf373	sur99820sur186	zf373&&sur99820sur186	0	0	0	1	9.761768198	Hybrid
zf373	zf040	zf373&&zf040	0	1	0	0	9.826434153	Hybrid
zf373	zf373	zf373	0	1	0	1	9.567813695	Line
zf373	zf406	zf373&&zf406	0	1	0	0	10.41932678	Hybrid
zf374	zf374	zf374	0	1	0	0	9.418836	Line
zf374	zm304	zf374&&zm304	0	1	0	0	10.14346044	Hybrid
zf375	zf375	zf375	0	1	0	0	8.65824552	Line
zf375	zm303	zf375&&zm303	0	1	0	0	9.682397298	Hybrid
zf376	zf376	zf376	0	1	0	0	8.159824364	Line
zf376	zf406	zf376&&zf406	0	1	0	0	10.49811703	Hybrid
zf378	zf378	zf378	0	1	0	0	9.18687115	Line
zf378	zm303	zf378&&zm303	0	1	0	0	9.866385033	Hybrid
zf379	zf379	zf379	0	1	0	0	9.421826705	Line
zf379	zm009	zf379&&zm009	0	1	0	0	9.911163662	Hybrid
zf380	zf380	zf380	0	1	0	0	9.357563906	Line
zf380	zm005	zf380&&zm005	0	1	0	0	9.506165888	Hybrid
zf380	zm304	zf380&&zm304	0	1	0	0	10.40074642	Hybrid
zf381	zf040	zf381&&zf040	0	1	0	0	9.76350773	Hybrid
zf381	zf381	zf381	0	1	0	0	9.693591736	Line
zf382	zf382	zf382	0	1	0	0	9.132676331	Line
zf382	zm303	zf382&&zm303	0	1	0	0	9.819517999	Hybrid
zf383	zf383	zf383	0	1	0	0	9.375049256	Line
zf383	zm009	zf383&&zm009	0	1	0	0	9.810298374	Hybrid
zf383	zm010	zf383&&zm010	0	1	0	0	10.14560614	Hybrid
zf383	zm303	zf383&&zm303	0	1	0	0	10.03550571	Hybrid
zf383	zm312	zf383&&zm312	0	1	0	0	9.988057653	Hybrid
zf383	zm314	zf383&&zm314	0	1	0	0	9.895917465	Hybrid
zf383	zm319	zf383&&zm319	0	1	0	0	9.379021876	Hybrid
zf383	zm322	zf383&&zm322	0	1	0	0	10.18718155	Hybrid
zf383	zm324	zf383&&zm324	0	1	0	0	10.30254554	Hybrid
zf383	zm326	zf383&&zm326	0	1	0	0	9.984491339	Hybrid
zf383	zm329	zf383&&zm329	0	1	0	0	10.1858347	Hybrid
zf383	zm331	zf383&&zm331	0	1	0	0	10.11942829	Hybrid
zf383	zm332	zf383&&zm332	0	1	0	0	10.10141937	Hybrid
zf383	zm334	zf383&&zm334	0	1	0	0	9.807599259	Hybrid
zf383	zm336	zf383&&zm336	0	1	0	0	10.27589615	Hybrid
zf383	zm337	zf383&&zm337	0	1	0	0	9.949074314	Hybrid
zf383	zm339	zf383&&zm339	0	1	0	0	9.970195128	Hybrid
zf383	zm340	zf383&&zm340	0	1	0	0	10.03508754	Hybrid
zf384	zf384	zf384	0	1	0	0	9.560731255	Line
zf384	zf411	zf384&&zf411	0	1	0	0	9.876275124	Hybrid
zf384	zm001	zf384&&zm001	0	1	0	0	9.583720945	Hybrid
zf384	zm034	zf384&&zm034	0	1	0	0	10.15334084	Hybrid
zf384	zm310	zf384&&zm310	0	1	0	0	9.830845676	Hybrid
zf384	zm313	zf384&&zm313	0	1	0	0	10.2012446	Hybrid
zf384	zm315	zf384&&zm315	0	1	0	0	10.01439969	Hybrid
zf384	zm316	zf384&&zm316	0	1	0	0	9.889951493	Hybrid
zf384	zm318	zf384&&zm318	0	1	0	0	9.79445894	Hybrid
zf384	zm320	zf384&&zm320	0	1	0	0	10.03226552	Hybrid
zf384	zm321	zf384&&zm321	0	1	0	0	10.22281598	Hybrid
zf384	zm323	zf384&&zm323	0	1	0	0	9.520715187	Hybrid
zf384	zm325	zf384&&zm325	0	1	0	0	10.1494268	Hybrid
zf384	zm327	zf384&&zm327	0	1	0	0	10.1241795	Hybrid
zf384	zm328	zf384&&zm328	0	1	0	0	9.910045915	Hybrid
zf384	zm330	zf384&&zm330	0	1	0	0	10.1891118	Hybrid
zf384	zm333	zf384&&zm333	0	1	0	0	10.0591941	Hybrid
zf384	zm335	zf384&&zm335	0	1	0	0	10.06295852	Hybrid
zf384	zm339	zf384&&zm339	0	1	0	0	10.13199924	Hybrid
zf385	zf040	zf385&&zf040	0	1	0	0	9.33276069	Hybrid
zf385	zf385	zf385	0	1	0	0	8.811064763	Line
zf386	zf386	zf386	0	1	0	0	9.622181154	Line
zf386	zm009	zf386&&zm009	0	1	0	0	9.716683979	Hybrid
zf386	zm010	zf386&&zm010	0	1	0	0	10.31288513	Hybrid
zf386	zm312	zf386&&zm312	0	1	0	0	10.11828522	Hybrid
zf386	zm314	zf386&&zm314	0	1	0	0	10.33332846	Hybrid
zf386	zm317	zf386&&zm317	0	1	0	0	10.43119431	Hybrid
zf386	zm319	zf386&&zm319	0	1	0	0	10.10340206	Hybrid
zf386	zm322	zf386&&zm322	0	1	0	0	10.08520505	Hybrid
zf386	zm326	zf386&&zm326	0	1	0	0	9.896568673	Hybrid
zf386	zm329	zf386&&zm329	0	1	0	0	10.3525978	Hybrid
zf386	zm331	zf386&&zm331	0	1	0	0	10.35276266	Hybrid
zf386	zm332	zf386&&zm332	0	1	0	0	9.83555811	Hybrid
zf386	zm334	zf386&&zm334	0	1	0	0	10.068316	Hybrid
zf386	zm336	zf386&&zm336	0	1	0	0	10.20572648	Hybrid
zf386	zm337	zf386&&zm337	0	1	0	0	10.16833305	Hybrid
zf386	zm339	zf386&&zm339	0	1	0	0	9.913645273	Hybrid
zf386	zm340	zf386&&zm340	0	1	0	0	10.09111721	Hybrid
zf387	granada	zf387&&granada	0	0	0	1	9.605612003	Hybrid
zf387	tri1020	zf387&&tri1020	0	0	0	1	9.319254515	Hybrid
zf387	tri10208	zf387&&tri10208	0	0	0	1	8.905535454	Hybrid
zf387	tri10384	zf387&&tri10384	0	0	0	1	9.624072999	Hybrid
zf387	tri1040	zf387&&tri1040	0	0	0	1	9.099930439	Hybrid
zf387	tri1067	zf387&&tri1067	0	0	0	1	9.320174201	Hybrid
zf387	tri11221	zf387&&tri11221	0	0	0	1	9.671843111	Hybrid
zf387	tri12010	zf387&&tri12010	0	0	0	1	8.599668274	Hybrid
zf387	tri12804	zf387&&tri12804	0	0	0	1	8.796316684	Hybrid
zf387	tri13212	zf387&&tri13212	0	0	0	1	8.939480689	Hybrid
zf387	tri13220	zf387&&tri13220	0	0	0	1	9.341499856	Hybrid
zf387	tri1340	zf387&&tri1340	0	0	0	1	9.333571605	Hybrid
zf387	tri13672	zf387&&tri13672	0	0	0	1	9.030998125	Hybrid
zf387	tri14280	zf387&&tri14280	0	0	0	1	9.247552888	Hybrid
zf387	tri14868	zf387&&tri14868	0	0	0	1	9.199632215	Hybrid
zf387	tri14884	zf387&&tri14884	0	0	0	1	8.915826272	Hybrid
zf387	tri14887	zf387&&tri14887	0	0	0	1	8.905441211	Hybrid
zf387	tri14905	zf387&&tri14905	0	0	0	1	8.741039738	Hybrid
zf387	tri14913	zf387&&tri14913	0	0	0	1	8.892687215	Hybrid
zf387	tri1601	zf387&&tri1601	0	0	0	1	9.12563501	Hybrid
zf387	tri166	zf387&&tri166	0	0	0	1	8.189607734	Hybrid
zf387	tri19594	zf387&&tri19594	0	0	0	1	9.31935748	Hybrid
zf387	tri19607	zf387&&tri19607	0	0	0	1	8.872120425	Hybrid
zf387	tri21059	zf387&&tri21059	0	0	0	1	9.34343898	Hybrid
zf387	tri21165	zf387&&tri21165	0	0	0	1	9.287388365	Hybrid
zf387	tri21181	zf387&&tri21181	0	0	0	1	9.015960557	Hybrid
zf387	tri21330	zf387&&tri21330	0	0	0	1	9.257892583	Hybrid
zf387	tri21352	zf387&&tri21352	0	0	0	1	8.883167407	Hybrid
zf387	tri22800	zf387&&tri22800	0	0	0	1	9.015536708	Hybrid
zf387	tri2342	zf387&&tri2342	0	0	0	1	8.822659628	Hybrid
zf387	tri24071	zf387&&tri24071	0	0	0	1	9.02624354	Hybrid
zf387	tri243	zf387&&tri243	0	0	0	1	9.014141562	Hybrid
zf387	tri24352	zf387&&tri24352	0	0	0	1	8.983234088	Hybrid
zf387	tri25909	zf387&&tri25909	0	0	0	1	9.004089798	Hybrid
zf387	tri316	zf387&&tri316	0	0	0	1	8.920289967	Hybrid
zf387	tri319	zf387&&tri319	0	0	0	1	8.791817798	Hybrid
zf387	tri344	zf387&&tri344	0	0	0	1	9.089689671	Hybrid
zf387	tri351	zf387&&tri351	0	0	0	1	8.678617913	Hybrid
zf387	tri355	zf387&&tri355	0	0	0	1	8.752923741	Hybrid
zf387	tri4221	zf387&&tri4221	0	0	0	1	8.824647129	Hybrid
zf387	tri4589	zf387&&tri4589	0	0	0	1	9.143936562	Hybrid
zf387	tri4742	zf387&&tri4742	0	0	0	1	9.024126042	Hybrid
zf387	tri4763	zf387&&tri4763	0	0	0	1	8.700869805	Hybrid
zf387	tri5082	zf387&&tri5082	0	0	0	1	8.935925112	Hybrid
zf387	tri5085	zf387&&tri5085	0	0	0	1	8.946616437	Hybrid
zf387	tri5180	zf387&&tri5180	0	0	0	1	9.258952382	Hybrid
zf387	tri5191	zf387&&tri5191	0	0	0	1	8.825913635	Hybrid
zf387	tri6811	zf387&&tri6811	0	0	0	1	8.873280313	Hybrid
zf387	tri6816	zf387&&tri6816	0	0	0	1	8.854867751	Hybrid
zf387	tri6876	zf387&&tri6876	0	0	0	1	9.151814783	Hybrid
zf387	tri7711	zf387&&tri7711	0	0	0	1	9.291178897	Hybrid
zf387	tri8038	zf387&&tri8038	0	0	0	1	9.037191773	Hybrid
zf387	tri8130	zf387&&tri8130	0	0	0	1	9.279138875	Hybrid
zf387	tri8280	zf387&&tri8280	0	0	0	1	9.092671031	Hybrid
zf387	tri9326	zf387&&tri9326	0	0	0	1	9.310885736	Hybrid
zf387	tri9968	zf387&&tri9968	0	0	0	1	8.697133313	Hybrid
zf387	zf040	zf387&&zf040	0	1	0	0	9.93603629	Hybrid
zf387	zf387	zf387	0	1	0	1	9.43071804	Line
zf387	zm034	zf387&&zm034	0	1	0	0	10.40113445	Hybrid
zf387	zm310	zf387&&zm310	0	1	0	0	10.34761834	Hybrid
zf387	zm315	zf387&&zm315	0	1	0	0	10.05702666	Hybrid
zf387	zm316	zf387&&zm316	0	1	0	0	10.26122251	Hybrid
zf387	zm318	zf387&&zm318	0	1	0	0	10.10989625	Hybrid
zf387	zm320	zf387&&zm320	0	1	0	0	10.40459582	Hybrid
zf387	zm321	zf387&&zm321	0	1	0	0	10.32648304	Hybrid
zf387	zm323	zf387&&zm323	0	1	0	0	9.856113975	Hybrid
zf387	zm325	zf387&&zm325	0	1	0	0	10.3531192	Hybrid
zf387	zm327	zf387&&zm327	0	1	0	0	10.68558314	Hybrid
zf387	zm328	zf387&&zm328	0	1	0	0	9.543832554	Hybrid
zf387	zm335	zf387&&zm335	0	1	0	0	10.4279417	Hybrid
zf387	zm339	zf387&&zm339	0	1	0	0	10.39862093	Hybrid
zf388	zf388	zf388	0	1	0	0	10.24124006	Line
zf388	zm010	zf388&&zm010	0	1	0	0	10.28201435	Hybrid
zf388	zm304	zf388&&zm304	0	1	0	0	10.46107827	Hybrid
zf388	zm312	zf388&&zm312	0	1	0	0	10.59357244	Hybrid
zf388	zm314	zf388&&zm314	0	1	0	0	10.18425609	Hybrid
zf388	zm317	zf388&&zm317	0	1	0	0	10.61798104	Hybrid
zf388	zm319	zf388&&zm319	0	1	0	0	9.854244308	Hybrid
zf388	zm322	zf388&&zm322	0	1	0	0	10.44440212	Hybrid
zf388	zm324	zf388&&zm324	0	1	0	0	10.68753626	Hybrid
zf388	zm326	zf388&&zm326	0	1	0	0	10.19660549	Hybrid
zf388	zm329	zf388&&zm329	0	1	0	0	10.32859542	Hybrid
